en,msa,tn,eg,jo,pa,sy,prompt,response
We have to increase their awareness.,ويجب علينا زياده توعيتهم,و لازمنا نزيدو نوعيوهم,ويجب علينا زياده توعيتهم,ولازم نوعيهم,ومفروض منا زيادة توعيتهم,ولازم نحنا نزيد توعيتهم,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ويجب علينا زياده توعيتهم
Source: We have to increase their awareness.
Translation: ",يجب علينا زيادة توعيتهم
"And be very nice, shy but not very shy or be in all the stands a man",وانه يكون على خلق وخجول و لكن ليس خجول جداً و يكون رجلاً فى كل المواقف,و انو يكون متخلق و حشا اما موش حشام برشا و يكون راجل في كل المواقف,وانه يكون خلوق وخجول بس مش خجول اوي ويكون في كل المواقف راجل,وانو يكون خلوق وخجول بس مش خجول كتيرويكون زلمة بكل المواقف,وانو يكون خلوق وخجول بس مش كتير ويكون رجل في كل المواقف,وانو يكون مؤدب وخجول بس مو خجول كتير ويكون في كل المواقف رجال,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وانه يكون على خلق وخجول و لكن ليس خجول جداً و يكون رجلاً فى كل المواقف
Source: And be very nice, shy but not very shy or be in all the stands a man
Translation: ",و أنه يكون على خلق وخجول و لكن ليس خجول جداً و يكون رجلاً فى كل المواقف
Your blog is very nice,مدونتك جميلة جداً,مزيانة برشا مدونتك,جميلة جدا مدونتك,كتير حلوة مدونتك,كتير حلوه مدونتك,حلوة كتير كتاباتك,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.مدونتك جميلة جداً
Source: Your blog is very nice
Translation: ",مدونتك جميلة جداً
"In the case I am sure of her behavior, I will tell my mother",في حالة اني تأكدت من تصرفاتها سأخبر والدتى,في حالة نتاكد من تصرفاتها و مبعد نقول لماما,في حالة اني اتأكدت من تصرفاتها وبعدين اقول لماما,بس اتاكد من تصرفاتها بحكي لماما,بحكيلك لو سمحتي اعطيني ميه بس المدير بقول هاتي ميه,بدي أتأكد ن تصرفاتها وبعدين أقول لماما,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.في حالة اني تأكدت من تصرفاتها سأخبر والدتى
Source: In the case I am sure of her behavior, I will tell my mother
Translation: ",في حالة اني تأكدت من تصرفاتها سأخبر والدتى
"by the way, i spoke about this in my blog",لقد تحدثت فى هذا الموضوع فى مدونتى,على فكرة انا حكيت على الموضوع هذا في مدونتي,على فكرة انا اتكلمت عن الموضوع ده في مدونتي ..,على فكرة انا حكيت عن هالموضوع في مدونتي,على فكره انا حكيت عن هالموضوع في كتابي,على فكرة أنا حكيت عن الموضوع هاد في كتابياتي,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.لقد تحدثت فى هذا الموضوع فى مدونتى
Source: by the way, i spoke about this in my blog
Translation: ",بعد النظر ، أتحدثت عن هذا الموضوع في مدونتي
the other said: what bothers me is that it is very low,رد الثانى عليه الذى يضايقنى أن السور قصير جداً,جاوبو الثاني اللي مقلقني انو واطي برشا,رد التاني عليه اللي مضايقني ان الترابزين واطي أوي,"رد التاني , الي مدايقني انو واطي كتير",رد الثاني عليه اللي مذايقني انو الدرابزين خابط عالآخر,رد التاني عليه قلو الي مضايقني أنو الطاولة واطية كتير,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.رد الثانى عليه الذى يضايقنى أن السور قصير جداً
Source: the other said: what bothers me is that it is very low
Translation: ",أخر قال: ما يضيقني هو أنه قصير جداً
"and to you peace and mercy and blessings of god,sister shayma",وعليكم السلام و رحمة الله و بركاته أختي شيماء,و عليكم السلام و رحمة الله و بركاته أختي شيماء,و عليكم السلام و رحمة الله و بركاته أختي شيماء,وعليكم السلام ورحمة الله وبركاته اختي شيماء,وعيكم السلام ورحمة الله وبركاته شيماء,وعليكم السلام ورحمة الله وبركاته أختي شيماء,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وعليكم السلام و رحمة الله و بركاته أختي شيماء
Source: and to you peace and mercy and blessings of god,sister shayma
Translation: ",وعليكم السلام و رحمة الله و بركاته أختي شيماء
"I hope we make peace with the train, and return his happiness but not on the account of the people and the poor ones who love him",اري  انه من اضرورى  الان  مصالحه  القطار على ونفسه . ولكن  لايجب  ان  نتعدى على  حقوق   جموع  الشعب من  محبيه .,نتمناو نصلحوا القطر على روحو و نرجعولو فرحتو و سعادتو اما موش على حساب الناس الزواولة اللي تحبو,ياريت نصالح القطر على نفسة ونعيد لية فرحتة وسعادتة بس مش على حساب الناس والغلابة اللى بتحبة,يا ريت نصالح القطار على حالو ونرجعلو فرحتو بس مش على حساب الناس المسكينة اللي بتحبو,يا ريت نصلح القطار  بس مش على حساب الفقرا الي بستخدموه,ياريت نصالح البلد على حالو ونرجع نعيد الو فرحتو وسعادته بس مو على حساب الناس الفقيرة الي بتحبو,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.اري  انه من اضرورى  الان  مصالحه  القطار على ونفسه . ولكن  لايجب  ان  نتعدى على  حقوق   جموع  الشعب من  محبيه .
Source: I hope we make peace with the train, and return his happiness but not on the account of the people and the poor ones who love him
Translation: ",أري أنه من اضرورى الان مصالحه القطار على ونفسه. ولكن لايجب ان نتعدى على حقوق جموع الشعب من محبيه.
The geniuses who will develop our world.,النوابغ من  سيطور  دنيانا .,النوابغ اللي باش يطورولنا دنيتنا,النوابغ اللى هيطورا دنيتنا,العباقرة رح يطورو الدنيا,النوابغ اللي بدهم يطوروا عالمنا,النوابغ الي رح يطورو دنيتنا,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.النوابغ من  سيطور  دنيانا .
Source: The geniuses who will develop our world.
Translation: ",جينيس الذين سيتم تطوير العالم الحالي.
oh sweet boys,يالا  الروعه .,ملا عسل يا لولاد,يا حلاوة يا اولاد ..,يا حلاوة يا ولاد,يا الله يا اولاد..,يا سلام يا ولاد,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.يالا  الروعه .
Source: oh sweet boys
Translation: ",يالا  الروعه .
a thousand thanks seriously,صدقاً شكراً جزيلاً ..,ألف ألف ألف شكر بالحق ..,ألف ألف ألف شكر بجد ..,جد الف الف الف شكرا,شكرا شكراااا عن جد,ألف أألف ألف شكراً عنجد .....,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.صدقاً شكراً جزيلاً ..
Source: a thousand thanks seriously
Translation: ",جزيلاً شكراً صدقاً..
would you dream with me? Alshayma' Hamed,تحلم معى الشيماء حامد,نحلم بشيماء حامد معايا,تحلم معايا الشيماء حامد,تحلم معي الشيماء حامد,شيماء حامد تحلم معايا,بتحلم معي الشيماء حامد,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.تحلم معى الشيماء حامد
Source: would you dream with me? Alshayma' Hamed
Translation: ","تحلم معى الشيماء حامد؟ --
Translation: تحلم معى الشيماء حامد؟ --"
my regards,تحياتى,تحياتى,تحياتى,تحياتي,تحياتي,سلامات,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.تحياتى
Source: my regards
Translation: ",تحياتى
and this field i like it so much specially the characters and How you feel while you are writing,هذا من المجالات المحببه لى  وخاصه  مدى  احساسك  ودقتك عندما  تكتبين الشخصيات .,وإختصاص هذا أنا نحبو خاصةً كي تبدا تكب على الشخصيات والإحساس إلي تحسو,والمجال ده انا بحبه جدا خاصة الشخصيات ومدى احساسك وانتى تكتبى,المجال هاد كتير بحبو خاصة الشخصيات واحساسك وانتي بتكتبي,انا بحب هدا المجال كتير خاصه الشخصيات ومدى الاحساس وانتي تكتبي,والمجال هاد أنا بحبه كتير خاصة الشخصيات ومدى أحساسك وأنتي عم تكتبي,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.هذا من المجالات المحببه لى  وخاصه  مدى  احساسك  ودقتك عندما  تكتبين الشخصيات .
Source: and this field i like it so much specially the characters and How you feel while you are writing
Translation: ",وهذا المجال يحبه بالغ وخاصه مدى احساسك ودقتك عندما تكتبين الشخصيات.
Or a thing but I learned to play on Ood as I can like this,لا شئ و لكنى أتعلم العزف على العود على قدر المستطاع,حتى شئ اما انا قاعد نتعلم العزف على العود على قد ما انجم,ولا حاجة بس أنا بتعلم العزف على العود على قدي كده,ولا اشي بس انا عم بتعلم عالعود يعني على قدي,ما في اشي  بس بتعلم العزف براحتي هيك,ولا شي بس أنا عم أتعلم على العزف على العود على قدي هيك,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.لا شئ و لكنى أتعلم العزف على العود على قدر المستطاع
Source: Or a thing but I learned to play on Ood as I can like this
Translation: ",أو أشياء و لكن أتعلمت أن أتعمل على العود على قدر المستطاع
Saturday Sunday Monday... different in the names but at the end such as each other,السبت  والاحد والاثنين .... يختلفوا  فى الاسماء  ولكنهم  يتشابهون  تماما .,سبت أحد إثنين ...مختلفين فالإسم اما كيف بعضهم,سبت حد اتنين .. يختلفوا فى الأسماء لكنهم فى الآخر زى بعض ..,سبت واحد واتنين الاسم غير بس كلهم زي بعض,السبت الاحد الاثنين .. بختلفوا في الاسماء بس هم في الاخر زي بعض ..,السبت والأحد والأثنين ... بيختلفو في الأسم بس كلن متل بعض ....,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.السبت  والاحد والاثنين .... يختلفوا  فى الاسماء  ولكنهم  يتشابهون  تماما .
Source: Saturday Sunday Monday... different in the names but at the end such as each other
Translation: ",سبت  والاحد والاثنين.... يختلفوا  فى الاسماء  ولكنهم  يتشابهون  تماما.
"OK, thanks God, we present the thread again, even if it's copied, at least it's beneficial and contains new subject which is nice and everyone can benefit from it ...",حسناً الشكر للرب نتقدم بالموضوع مرة اخرى و كأنه منسوخ على الاقل فيه فائده جديدة و الجميل يحتوى موضوع جديد و الاهم ان الجميع يستفاد منه,باهي و الحمد لله و نعاودوا تقديم الموضوع حتى لو كان مسجل على الاقل حاجة مفيدة و فيها برشا مواضيع جديدة و الكل ينجموا يستفادوا منو,طيب الحمد لله و نعيده الموضوع لو كان منقول بس فيه فائدة حاجة جديدة ده جميل و يهمنا الكل يستفيد منه,"طيب الحمد لله وبنعيد , الموضوع لو كان منقول بس في فائدة جديدة هاد حلو كتير وبهمنا الكل يستفيد",طيب الحمدلله ونعيده الموضوع لو كان منقول بس في اشي جديد ومهم وممكن الكل يستفيد منه,طيب الحمدالله ونعيد الموضوع لو كان منقول بس فيه شي مفيد جديد وهو جميل وبيهمنا الكل يستفيد منو,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.حسناً الشكر للرب نتقدم بالموضوع مرة اخرى و كأنه منسوخ على الاقل فيه فائده جديدة و الجميل يحتوى موضوع جديد و الاهم ان الجميع يستفاد منه
Source: OK, thanks God, we present the thread again, even if it's copied, at least it's beneficial and contains new subject which is nice and everyone can benefit from it ...
Translation: ",حسناً الشكر للرب نتقدم بالموضوع مرة اخرى و كأنه منسوخ على الاقل فيه فائده جديدة و الجميل يحتوى موضوع جديد و الاهم ان الجميع يستفاد منه
And say that it is I who is convinced of this talk.,انا !! و تقول انى الذى مقتنع بهذا الكلام ؟,انا وتقول انا اللى مقتنع بالكلام هذا,انا وتقول ان انا اللى مقتنع بالكلام دة,انا وبتحكي انو انا الي مقتنع بهاد الحكي,انا وبتقول اني مقتنع بهدا الحكي,أنا وتقول أن أنا اللي مقتنع بالكلام هاد,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.انا !! و تقول انى الذى مقتنع بهذا الكلام ؟
Source: And say that it is I who is convinced of this talk.
Translation: ",و تقول انى الذى مقتنع بهذا الكلام ؟
As there is no poor king,وايضا لا يوجد  ملك  فقير .,ما تلقاش ملك زوالي,ماهو مفيش ملك فقير بردو,مهو برضو ما في ملك فقير,مهو كمان مفش ملك فقير,وكمان مافي ملك فقير,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وايضا لا يوجد  ملك  فقير .
Source: As there is no poor king
Translation: ",وايضا لا يوجد  ملك  فقير.
"and the hearts of the poor, a means to satisfaction...",وقلوب الفقراء أوعية القناعة ..,قلوب الفقراء قنوعة,وقلوب الفقراء أوعية القناعة ..,قلوب الفقراء اوعية القناعة,وقلوب الفقراء اوعيه القناعه ...,وقلوب الفقراء أكتر قناعة,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وقلوب الفقراء أوعية القناعة ..
Source: and the hearts of the poor, a means to satisfaction...
Translation: ",وقلوب الفقيرين أوعية القناعة..
although I am supposed to be of the excellent people who are expected to have above ninety,رغم إننى من المفترض من الناس المتفوقين المتقع لهم فوق التسعين,اما المفروض الناس المتفوقة يفوتوا التسعين,رغم إني المفروض من الناس المتفوقة المتوقع لهم ما فوق التسعين,مع اني من المتفوقين الي متوقع الهم فوق التسعين,مع اني من المتفوقين لاوالمتوقع الهم فوق التسعين,رغم أنو المقروض هو من الناس المتفوقة المتوقع الهم يجيبو فوق  التسعين,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.رغم إننى من المفترض من الناس المتفوقين المتقع لهم فوق التسعين
Source: although I am supposed to be of the excellent people who are expected to have above ninety
Translation: ",بينا أني من المفترض من الناس المتفوقين المتقع لهم فوق التسعين
"and when I feel pity, I see the pathos in others",استطيع ان  ارى  الشفقه  فى  اعين الاخرين  وذلك  وقت  ضيقى .,وكي نبدا فاد نشوف لخرين ساخفين علي,وحينما أكون مضفقا أرى الشفقة في الآخرين,لما اكون متدايق بشفق عالناس التانيين,وحينما اكون مضفقا ارى الشفقه في الاخرين,ووقت بكون متضايقة بشوف الشفقة في الناس,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.استطيع ان  ارى  الشفقه  فى  اعين الاخرين  وذلك  وقت  ضيقى .
Source: and when I feel pity, I see the pathos in others
Translation: ",وعندما استطيع ان ارى الشفقة فى اعين الاخرين وذلك وقت ضيقى.
offcourse transported subject is deserved meaning has adjectives and properties which is said lately thanks to you my sister emey on care,بالطبع عندما يكون الموضوع المنقول يستحق بمعنى ان يحتوى على الصفات و الخصائص التى قيلت اخيراً ، شكراً لكى أختى الكريمة على الاهتمام,بالطبيعة وقت اللي يكون الموضوع المنقل يستاهل يعني فيه الصفات و الخصائص اللي مازال كيف قلناها توى نشكروك اختي ايمي على الاهتمام,طبعا لما يكون الموضوع المنقول يستاهل يعني فيه الصفات و الخصائص اللي لسه قايلينها من شوية شكرا لك أختي ايمي على الاهتمام,طبعا لما يكون الموضوع المنقول بستاهل يعني في الصفات والخصائص الي لسا حكيناها شكرا لك اختي ايمي على الاهتمام,الموضوع المنقول بستاهل انو ننقله لانو فيه الصفات والخصائص اللي حكيناها قبل شوي وشكرا الك ايمي على اهتمامك,طبعا لما بكون الموضع المنقول بيستاهل يعني في الصفات والأقتراحات  الي لسه شفيها من شوي شكرا ألك اختي ايمي على الأهتمام,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.بالطبع عندما يكون الموضوع المنقول يستحق بمعنى ان يحتوى على الصفات و الخصائص التى قيلت اخيراً ، شكراً لكى أختى الكريمة على الاهتمام
Source: offcourse transported subject is deserved meaning has adjectives and properties which is said lately thanks to you my sister emey on care
Translation: ",بالطبع عندما يكون الموضوع المنقول يستحق بمعنى ان يحتوى على الصفات و الخصائص التى قيلت اخيراً، شكراً لكى أختى الكريمة على الاهتمام
"my beautiful friends, I love you all",اصحابي الحلوين كلكم بحبكم,اصحابي الغاليين الكلكم نحبكم,اصحابي الحلوين كلكم بحبكم,اصحابي الحلوين بحبكم كلكم,اصدقائي يا حلوين الكوا كل المحبه والاحترام,رفقاتي الحوين كلكم بحبكم,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.اصحابي الحلوين كلكم بحبكم
Source: my beautiful friends, I love you all
Translation: ",اصحابي الحلوين كلكم بحبكم
what did we do ??,ماذا فعلنا نحن ؟؟,و احنا شنوى عملنا؟؟,هوا احنا عملنا ايييه ؟؟,هو احنا شو عملنا ؟؟,واحنا شو سوينا ؟,هو نحنا شو عملنا ؟؟؟؟؟,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ماذا فعلنا نحن ؟؟
Source: what did we do ??
Translation: ",ماذا فعلنا نحن ؟؟
I told him you can understand it the way you like Hanya's son,قلت له افهمها كما تفهمها,قتلو افهمها كيما تفهمها يا ولد هنية,قلت له افهمها زى ما تفهما يا ابن هنيه،,حكتلو افهما زي ما بدك يا ابن هنية,يا ابن هنيه افهمها زي ما بدك,قلتلو أفهما متل ما بدك تفهما يا أبن هنية,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.قلت له افهمها كما تفهمها
Source: I told him you can understand it the way you like Hanya's son
Translation: ","قلت له افهمها كما تفهمها Hanya's son
Translation: قلت له افهمها كما تفهمها Hanya's son"
"If she could forget, maybe weeks, months and years",هذا اذا استطعت ان تنسى من الممكن اسابيع او شهور و ايضا سنوات,هذا كان نجمت تنسى يمكن تقعد اسابيع ولا شهور ولا عوام وشوف تنسى ولا لا,دة لو قدرت تنسى ممكن اسابيع وممكن شهور وكمان ممكن سنين,هاد لو قدرت تنسى ممكن اسابيع وممكن شهور وكمان سنين,ممكن اسابيع وممكن شهور وممكن سنين كمان هدا لو قدرت تنسى,هاد لو قدرت تنسى ممكن اسابيع وممكن شهور وكمان ممكن سنين,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.هذا اذا استطعت ان تنسى من الممكن اسابيع او شهور و ايضا سنوات
Source: If she could forget, maybe weeks, months and years
Translation: ",إذا تمكنت من تنسي من الممكن اسابيع أو شهور و إضاءلاً سنوات
"anyway, believe me, I love animals a lot",على كل حال  صدقينى انا احب الحيوانات كثيرا جداا جداا,على كل حال صدقيني انا نحب الحيوانات برشا,على كل حال صدقيني انا بحب الحيوانات كتير اوي اوي,على كل حال صدقيني انا بحب الحيوانات كتير كتير,على كل حال صدقيني انا كتير بحب الحيوانات,على كل حال صدقيني أنا بحب الحيوانات كتير كتير كتير,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.على كل حال  صدقينى انا احب الحيوانات كثيرا جداا جداا
Source: anyway, believe me, I love animals a lot
Translation: ",على كل حال  صدقينى انا احب الحيوانات كثيرا جداا جداا
"but in this case, it'll be a burden to be a leader",و لكن فى هذه الحاله و هى القياده سيكون الحمل كبير جداا,اما في الحالة هاذي شكون أدمين لحكاية صعيبة عليه برشا,بس في الحاله دي وهي القياده حيكون الحمل كبير اوي,بس في حالة القيادة هاي رح يكون الحمل كبير كثير,بس في هاي الحاله حالة القياده رح يكون الحمل كبير كثير,بس في الحالة هي وفي القيادة رح يكون الحمل كبير كتير,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.و لكن فى هذه الحاله و هى القياده سيكون الحمل كبير جداا
Source: but in this case, it'll be a burden to be a leader
Translation: ",و لكن فى هذه الحاله و هى القياده سيكون الحمل كبير جداا
And Otnmny to be the daughter of Mr.flan.,و ليت يا والدى اذا كانت ابنة الحاج,و شخص يا ولدي كان جيت ولد سي فلان,وياريت ياوالدى لو كانت بنت الحاج فلان,ويا ريت لو انها بنت الحج فلان,ويا ريت يابا لو هي بنت الحج فلان,وياريت يا بابا لو كنت بنت الحج فلان,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.و ليت يا والدى اذا كانت ابنة الحاج
Source: And Otnmny to be the daughter of Mr.flan.
Translation: ",و ليت يا والدى اذا كانت ابنة الحاج
to see to you an cure at halzona hospital for free,كى نجد لك علاج فى مستشفى الحلزونة مجاناً,على خاطر بش نشوفلك الدواء في صبيطار الحلزونة بلاش,عشان نشوفلك علاج فى مستشفى الحلزونة مجانا,عشان نشوفلك علاج مجاني في مستشفى الحلزونة,عشان نشوفلك علاج فى مستشفى الحلزونة مجانا,مشان نشوفلك علاج في مستسفى الحلزونة مجاناً,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.كى نجد لك علاج فى مستشفى الحلزونة مجاناً
Source: to see to you an cure at halzona hospital for free
Translation: ",لك علاج فى مستشفى الحلزونة مجاناً
"He raised his voice a little and said there is a tree ahead, also he didn't reply to him",و رفع صوته قليلا قدامك شجره و لم يجيب عليه,علي صوتك شوية قدامك شجرة باش نجم نرجع عليك,فعلى صوته شوية قدامك شجرة برضه مردش عليه,على صوتو وحكى قدامك شجرة برضو ما رد علي,ورفع صوته وقال قدامك شجره وكمان ما رد عليه,وعلى صوتو شوي وقلو قدامك شجرة كمان ما رد عليه,"<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.و رفع صوته قليلا قدامك شجره و لم يجيب عليه
Source: He raised his voice a little and said there is a tree ahead, also he didn't reply to him
Translation: ",و رفع صوته قليلا قدامك شجره و لم يجيب عليه
