en,msa,tn,eg,jo,pa,sy,prompt,response
"the father of this nation, good morning your honor",ابو وطن صباح الخير سيادتك,بو وطن صباح شريف يا سيدي,ابو وطن صباح شريف معاليك,ابو وطن صاح شريف معاليك,صباح شريف معالي ابو وطن,أبو وطن صباح سعادتك,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.صباح الخير
Source: Good morning.
Translation: <|im_end|>
<|im_start|>assistant
صباحك سكر<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.انا معك فى ان إختيار الدولة نفسها ليس صحيحاً
Source: I am with you that choosing the country itself is not right
Translation: <|im_end|>
<|im_start|>assistant
انا معاك اللي اختيار البلاد مش صحيح<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ابو وطن صباح الخير سيادتك
Source: the father of this nation, good morning your honor
Translation: <|im_end|>
","
أبو الوطن صباح الخير سيادتك"
I get very happy also for the supporting words and that someone troubled himself and stopped to comment with a word that he thinks it could ease things up for me.,اكون سعيد ايضا من كلمات التدعيم و اذا شخص تكرم و علق بكل كلمه راها انها ستخفف عنى,راني نفرح عالاخر كي نلقى شكون يواسيني ويقف معايا,بافرح اوي برضه من كلمات التدعيم و ان حد كلف نفسه ووقف يعلق بكلمه شايف انها ممكن تخفف عني ،,كتير بنبسط من كلمات التشجيع وانو حدا وقف يحكي يخفف عني,بفرح كتير كمان من الكلام اللي بدعمني ولو في حدا يقولي كلام ممكن  يخفف عني يقوله,أنا بفرح كتير كمان من كلمات الي بتدعم الشخص وأن واحد كلف حالو ووقف يعلق بكلمة  هو شايف أنو هالكلمة ممكن  تخفف عني,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.المشكلة أننى واثق أن كل شخص سيقرأ هذه النصائح سيشعر إنه كان يخطأ من قبل مثلى تماماً
Source: the problem is I trust that every one who is going to read these advices will feel that he used to make mistakes before just like my case of course...
Translation: <|im_end|>
<|im_start|>assistant
المشكلة اني متاكد اللي كل واحد باش يقرى النصايح باش يحس اللي هو كان غالط كيفي<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.السلام عليكم هذه اول مرة اشارك فى شىء و لكن اشعر بانه لا يوجد اى شخص فى الدنيا
Source: Peace be upon you, by the way, this is my first time to participate in such discussion, But I feel that there is no one in the whole world.
Translation: <|im_end|>
<|im_start|>assistant
السلام عليكم على فكرة هذي اول مرة نشارك في المناقشة اما نحس اللي ما فما حد في العالم الكل<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.اكون سعيد ايضا من كلمات التدعيم و اذا شخص تكرم و علق بكل كلمه راها انها ستخفف عنى
Source: I get very happy also for the supporting words and that someone troubled himself and stopped to comment with a word that he thinks it could ease things up for me.
Translation: <|im_end|>
","
أنا فخورش من كلمات التأييد و إذا حد يبغى يفكر و يعلق بكل كلمة راها هيا تسهل عليا"
this is more danger from one Gambling on souif or mohamrd bakry targets and also,هذا إخطر بكثير من أن أحد يراهن على أهداف سويف أو محمد بكرى أيضاً,هذا اخطر ببرشة من حد يعلق على اهداف سويف ولا محمد بكري,ده أخطر بكثير من حد بيزايد على أهداف سويف أو محمد بكري و برضه,هاد اخطر بكتير من حدا بزايد على اهداف سويف او محمد بكري وبوضو,هدا اخطر بكثير من حدا بيزايد على اهداف سويف او محمد بكري وكمان,هاد أخطر من حدا بيناسف على أهداف سويف أو محمد بكري,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.هذه الفكرة ستنتج موضوع فى البداية اريد ان اقول ان أى شخص عنده شكوى يضعها فى بداية هذا الموضوع
Source: This idea will open a topic in the beginning I would say that someone has a complaint give it at the beginning of the topic
Translation: <|im_end|>
<|im_start|>assistant
هذي الفكرة باش تحل موضوع من الاول نحب نقول انو فما حد باش تعطيه شكوى من الاول<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.بصفه عامه السحر الأسود فى هذه المناطق يعتمد على الكثير من الأشياء
Source: In general and the black magic at these areas depended on many things
Translation: <|im_end|>
<|im_start|>assistant
بصفة عامة و كان السحر الاكحل في المناطق هذيكا تعتمد على برشا ممارسات<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.هذا إخطر بكثير من أن أحد يراهن على أهداف سويف أو محمد بكرى أيضاً
Source: this is more danger from one Gambling on souif or mohamrd bakry targets and also
Translation: <|im_end|>
",هذا أكثر خطر من شخص يلعب على أهداف سويف أو محمد بكرى أيضا
"or what? consider it a sitting like any sitting...haha, may god help you",ولقد  اعتبرها   جلسه مثل   جلسه .... هههه    وفقك  الله .,ولا شنوى حسبتها قاعدة كيما قاعدة ربي معاك,ولا ايه اعتبرها قعدة زي قعدة ههه ربنا يوفقك,ولا شو اعتبر قعدة زيه هاي القعدة الله يوفقك,ولا شو اعتبرها قعده زي قعدة ههه الله يفرجها عليك,ولا شو اعتبرها قعدة متل قعدة هههههه  الله يوفقك,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ان حياتك هكذا اصبحت مقرفه ومعقده جداً .
Source: that your life has become very difficult and complicated
Translation: <|im_end|>
<|im_start|>assistant
حياتك هكا ولات صعيبة و معقدة برشا<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.حقيقى و الله يا استاذنا موضوع الزكاه ده موضوع مهم جداا
Source: our professor, I swear that you are really correct, the subject of ""Zakah"" is very important subject
Translation: <|im_end|>
<|im_start|>assistant
بالحق موضوع الزكاة موضوع طيارة<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ولقد  اعتبرها   جلسه مثل   جلسه .... هههه    وفقك  الله .
Source: or what? consider it a sitting like any sitting...haha, may god help you
Translation: <|im_end|>
","
وفقك الله يا خليك هكا جلسة كتير هاديا"
and my greetings Mr Mohammad Nabeel,و تحياتى لك استاذ محمد نبيل,وتحياتي ليك استاذ محمد نبيل,وتحياتي لك استاذ محمد نبيل,تحياتي استاز محمد نبيل,وتحياتي استاذ  محمد نبيل,وسلامي الك يا استاذ محمد نبيل,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ليس انيس الذى تاتى الكره بقدمه
Source: Not Anis, who every time the football comes near his foot
Translation: <|im_end|>
<|im_start|>assistant
مش أنيس إلي كل مرة تجي الكرة في ساقو<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وصيتى حبيبي لك أن لا تنسانى
Source: My wish to you, my love, is to not forget me
Translation: <|im_end|>
<|im_start|>assistant
وصيتي ليك حبي ما تنسانيش<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.و تحياتى لك استاذ محمد نبيل
Source: and my greetings Mr Mohammad Nabeel
Translation: <|im_end|>
","
و تحياتي ليك استاذ محمد نبيل"
We will bring a couple of books that talks about standards,سنحضر عدة كتب تناقش موضوع المقاييس,نوليو نجيبوا شويا كتب يحكيو على المقاييس,يبقى نجيب كام كتاب بيتكلم على المقاييس,بنجيب اكم كتاب بحكي عن المقاييس,معناها نجيب اكم كتاب عن المقاييس,بيبقى نجيب كم كتاب بيحكي عن المقاييس,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وبعض الرجال يقولون أنها تستمر في الذهاب برفقة صديقاتها
Source: And some of the guys says that she keeps going with her friends
Translation: <|im_end|>
<|im_start|>assistant
ويقولوا شوية شباب هى ماشية جايا مع اصحابها<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ولا تتضايقون فعندكم الليره بليره
Source: and do not get sad, at yours the Lira is for a Lira
Translation: <|im_end|>
<|im_start|>assistant
وما تتغشش عندكم الليره بليره<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.سنحضر عدة كتب تناقش موضوع المقاييس
Source: We will bring a couple of books that talks about standards
Translation: <|im_end|>
","
نحضر بعض الكتب تتكلم عن المعايير"
hhh but those their story finished in the past,لكن هؤلاء قصتهم انتهت فى الماضى,ههه اما هذوما حكايتهم وفاة عندها برشا ههه,ههه بس دول ياعيني قصتهم خلصت من زمااان ههه,ههه بس هدول قصتهم خلصت من زمان,ههه بس هدول يا حرام من زمان خلصت قصتهم ههه,ههههه بس هدول يا عيني قصتهم خلصت من زمان ههههه,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.هناك أشياء غريبة فى أغلب المواضيع
Source: the strange thing is that most of the topics
Translation: <|im_end|>
<|im_start|>assistant
حاجة غريبة اكثر المواضي<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.هل هكذا الموضوع بسيط أو أن فى الحقيقة لا يوجد إهتمام
Source: is it that much the topic is normal or there is no care
Translation: <|im_end|>
<|im_start|>assistant
هو هكا الموضوع عادي ولا بالحق نورمال<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.لكن هؤلاء قصتهم انتهت فى الماضى
Source: hhh but those their story finished in the past
Translation: <|im_end|>
","
هؤلاء قصتهم انتهت من الماضي"
Then he deserves to be killed,يكون مصيره القتل,يولي يستاهل القتل,يبقي يستاهل القتل,اذا بستاهل القتل,معناها بستاهل الموت,معناها بيستاهل القتل,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.يقترح مشاكل حقيقية مؤلمة بين الناس
Source: that suggest a real painful problems between people,
Translation: <|im_end|>
<|im_start|>assistant
يقترح مشاكل واقعية مؤلمة صايرة بين الناس<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.و لكن التوفيق لم يكن معه
Source: but they weren't accommodated
Translation: <|im_end|>
<|im_start|>assistant
اما التوفيق ماكانش في صالحي<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.يكون مصيره القتل
Source: Then he deserves to be killed
Translation: <|im_end|>
","
يحتاج مصيره القتل"
it is corrupted..this is the carpenter of your wheels..this is my fate?,إنه لا يصلح وهذا نجار دوالبيكم ، هل هذا نصيبى ؟,دوالبكم مخربين و انا نجار نصلحهم هذاك زهري؟,خربان و نا نجار دواليبكم هي كده قسمتي ؟,"خربان وانا نجار عجالكم , هاي قسمتي ونصيبي ؟",خالص وانا عامل اشغالكم كلها هذي قسمتي ؟,خربان وأنا نجار خزناتكم هي هيك قسمتي بهالدنيا ؟,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.الجنة ، يا رب أتمنى المغادرة و الذهاب الى هناك
Source: paradise, I hope to leave and go there, Oh god
Translation: <|im_end|>
<|im_start|>assistant
الجنة يا ربي ندخل و نمشي للجنة يا ربي<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.لذلك هذا جيد إنهم أيضاً لم يكتبوا التقدير فى الشهادة
Source: So its good they also didn't right at the certificate that they raised my average
Translation: <|im_end|>
<|im_start|>assistant
يولي باهي و شنوة زادة ما كتبوش في الشهادة تقدير مرفوع<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.إنه لا يصلح وهذا نجار دوالبيكم ، هل هذا نصيبى ؟
Source: it is corrupted..this is the carpenter of your wheels..this is my fate?
Translation: <|im_end|>
","
هذا مكسور يا سيدي، هذا نجار عرباتك، هذا مصيرى؟"
"And forget about the inner taste , forget to say a sweet word",و تنسى ان الذوق الداخلى ان تقول له كلمه جميله,تنجم تنسى بش تقول كلام حلو,وتنسي ان الذوق الداخلي تنسي انه تقول كلمه حلوه,وتنسي تحكي كلمة حلوة من باب الذوق,وتنسى ان الذوق من الداخل وتنسى تحكي كلمه حلوه,وتنسى أن الذوق من جوا وتنسى تقول كلمة حلوة,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.الصوره التى تضيعها التى بها اطفال مؤثره جداا و واضح انك شخصيه متأثره بموضوع غزه
Source: the photo you put is really touching and seems like you're personally touched by the matter of Ghaza
Translation: <|im_end|>
<|im_start|>assistant
التصويرة اللي حطتها متاع لولاد الصغار مؤثرة برشا و واضح اللي انت شخصية متاثرة بموضوع غزة<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ليس انيس الذى تاتى الكره بقدمه
Source: Not Anis, who every time the football comes near his foot
Translation: <|im_end|>
<|im_start|>assistant
مش أنيس إلي كل مرة تجي الكرة في ساقو<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.و تنسى ان الذوق الداخلى ان تقول له كلمه جميله
Source: And forget about the inner taste , forget to say a sweet word
Translation: <|im_end|>
",و تنسى اللذوق الداخلى ان تقول له كلمة حلوة
And you have the choice after all,وأنت الذى تملك الأختيار فى جميع الأحوال,وانت اللي تختار في الاول وفي الاخر,وانت اللي لك الاختيار في الاول والاخر,اول عن اخر انت الي رح تختار,والاختيار برجعلك,وانت الي ألك الاختيار في الأول والأخير,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.اشكرك استاذ جمال واتمنى الا تبتعد مرة اخرى  عن الكتابه.
Source: thank you mr.gamal i hope to be not late another time in writing
Translation: <|im_end|>
<|im_start|>assistant
نشكرك أستاذ جمال أما نتمنى ماتغيبش مرة أخرى على كتابة<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.الكلمات التى تكتبها جميلة جداً
Source: the paining that u r painted is very beautiful
Translation: <|im_end|>
<|im_start|>assistant
الكلمات و التخربيش اللي كتبتهم يهبلوا حلوين برشا<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وأنت الذى تملك الأختيار فى جميع الأحوال
Source: And you have the choice after all
Translation: <|im_end|>
","
أنت اللي تملك الخيار في كل الأحوال"
"Thanks a lot for the very nice topic and I would love to thank you for this nice reply! About the guys, god guide all! God bless you",و شكرا جداً على هذا الموضوع الجميل جدا و احب اشكرك ايضا على هذا الرد الجميل اما بخصوص الشباب ربنا يهدى الجميع,ومرسي برشا على التوبيك لحلو هذا وانا نحب نشكرك على الجاست لحلوة اما الشباب ربي يهديهم وربي يخليك,وميرسى اوى على التوبيك الجميل اوى ده وانا أحب اشكرك علي هذا الرد الجميل أما بخصوص الشباب فربنا يهدي الجميع يا رب الله يخليك,وشكرا كتير على الموضوع الحلو كثير وبشكرك على الرد الحلو . اما بخصوص الشباب ف الله يهديهم .,شكرا كتير على هالموضوع الحلو هدا وكمان بحب اشكرك على ردك المميز اما بخصوص الشباب بتمنى ربنا يهديهم والله يخليك,شكرا كتير على التوبيك الحلو كتير هاد وأنا بحب أشكرك  على هالرد الجميل أما بخصوص الشباب الله  يهدي الجميع يارب الله يخليك,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.مرحباً بكى يا هبه نحن مشتاقين اليكِ و الله سيجعل كل شىء جيد ، شكراً على مشاركتك الطيبة و نتمنى لكِ أياماً سعيدة ولكن هذه السيدة
Source: You are lightening Heba, we missed you. God make it all good. Thank you for passing by, and hopefully all your days will be happy, but this lady
Translation: <|im_end|>
<|im_start|>assistant
منورة يا هبة والله ليك وحشة و ان شاء الله خير نشكرك على مرورك لحلو و يا رب تكون ايامك الكلها سعيدة اما المرا هذي<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.نحن نكتبها و لكن هذا لا يعنى ان يوجد موضوع اسمه عرف نفسك وكل مشترك جديد بالمنتدى يعطينا و ول مجرد نبذه صغيره عن نفسه
Source: We write it, but that doesn't mean there shouldn't be a topic called introduce yourself and every new member of the forum can give us even a little introduction about himself.
Translation: <|im_end|>
<|im_start|>assistant
نكتبوها اما هذا ما يمنعش ان يقعد موضوع اسمو عرف نفسك و كل مشترك جديد بالمنتدى يحكيلنا شوية على روحو<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.و شكرا جداً على هذا الموضوع الجميل جدا و احب اشكرك ايضا على هذا الرد الجميل اما بخصوص الشباب ربنا يهدى الجميع
Source: Thanks a lot for the very nice topic and I would love to thank you for this nice reply! About the guys, god guide all! God bless you
Translation: <|im_end|>
",شكرا جزيلا على هاد موضوع حلو و احب اشكرك كمان على هاد الرد الحلو اما فين الشباب الله يهدي الجميع و يباركلك
"no, those guys understand but you know what, if the Olympics were in India i would have believed that they could do the logo this way",هؤلاء الاشخاص يفهمون و لكن انت تعرف اذا الاولمبياد كان فى الهند لكان من الممكن ان اصدق انهم يفعلون هذا الشعار,الناس هذوما ما يفهموش اما انت تعرف كان الالمبيادهاذي في الهنديمكن كنت نصدق اللي الشعار يعملوه هكا,لا الناس دى بتفهم بس انت عارف لو الاولمبياد دى فى الهند كنت ممكن اصدق ان هم بيعملوا الشعار كده,لا الناس هاي بتفهم عارف لو الاولمبياد في الهند كنت ممكن اصدق انهم بعملو الشعار هيك,لا هدول بفهموا بس انت عارف لو الالومبياد هدي في الهند ممكن اصدق انو هم بيسووا هيك شعار,لا الناس هي بتقهم بس أنت بتعرف لو الأولمبيات هي في الهند كنت ممكن أصدق أن هن بيعملوا الشعار هاد,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وجميعنا نعانى من هذا الموضوع وخاصة عندما تركب المترو ويا حبذا لو كان فى الصباح الباكر أو فى ميعاد خروج الموظفين
Source: all of us sufficant from this subject and exactly such as if ride metro and  would love that if doing that's at morning or at time when the staff exit
Translation: <|im_end|>
<|im_start|>assistant
الكلنا نعانيو من الموضوع هذابالذات مثال كيف تركب ميترو و ماذابيك الصباح بكري ولا في وقت خروج الخدامة<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.أشكرك يا هاجر و لكن الدموع لا تعني بالضرورة الحزن قد تعني دموع الفرحة و هو أكتر نوع أحبه بعد البكاء من خشية الله
Source: Thank you Hajer, the tears doesn't necessarily means sadness, it might mean tears of happiness which is the type of crying I love is fearing god
Translation: <|im_end|>
<|im_start|>assistant
شكرا يا هاجر اما الدموع ما تعنيش بالضرورة الحزن يمكن تعني دموع الفرحة وهو اكثر نوع نحبو بعد البكاء من خشية الله<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.هؤلاء الاشخاص يفهمون و لكن انت تعرف اذا الاولمبياد كان فى الهند لكان من الممكن ان اصدق انهم يفعلون هذا الشعار
Source: no, those guys understand but you know what, if the Olympics were in India i would have believed that they could do the logo this way
Translation: <|im_end|>
","
هؤلاء الناس فهمو لكن يا عرفت، إذا كان الأولمبياد في الهند، كنت أؤمن أنه يمكن أن يفعلوا الشعار بهذه الطريقة"
While every guys that wants to be with a girl for real and take most of what he wants from her,فى حين أن كل شاب يأنف أن يرتبط جديا بفتاة أخذ منها معظم ما يريد,فى حين أن كل شاب يأنف أن يرتبط جديا بفتاة أخذ منها معظم ما يريد,فى حين أن كل شاب يأنف أن يرتبط جديا بفتاة أخذ منها معظم ما يريد,كل شب بدو جد يرتبط ببنت اخذ منها كل الي بدو اياه,من ناحيه ثانيه كل شب برفض يرتبط  بالبنت اللي اخذ منها اللي بدو اياه,في الأغالب أن كل شاب رح يرفض انو يرتبط بفتاة أخد منها معظم الي بدو ياه,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.فى حفله عيد ميلادك أطلب منه أن يشغل أغنيه بعينها مره تلو الاخرى حيث أنى أحب هذه الأغنيه جداً
Source: in yoyr birthday party i will ask him to play the song his eye once back i like this song too much O people
Translation: <|im_end|>
<|im_start|>assistant
في عيد ميلادك باش نحطو غناية العين ظاهرة برشا مرات يا جماعة انا نحبها برشا الغناية هاذي<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.حتى و إن كانت منسوخة فأعتقد أنها مفيدة ومعبرة
Source: even if it was copied but i think it is useful and expressive.
Translation: <|im_end|>
<|im_start|>assistant
حتى لو كانت منقلة نتصورها تكون مفيدة و معبرة<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.فى حين أن كل شاب يأنف أن يرتبط جديا بفتاة أخذ منها معظم ما يريد
Source: While every guys that wants to be with a girl for real and take most of what he wants from her
Translation: <|im_end|>
","
فيه وقت كل شاب يريح يربطش بفتاة حقيقية وياخذ منها المزيد من ما يريح"
The letter of this type I appreciate it a lot and keep it for me always,الرسالة من هذة النوعية أنا أعتز بها جداً وأتركها عندى دائماً,الجواب اللي من النوع هذا انا نعتز بيها برشا و نخليها ديما عندي,الرساله بقي اللي من النوعيه دي انا بعتز بيها جدا وبخليها عندي دائما,الرسالة الي من النوعية هاي انا بعتز فيها كتير وبخليها عندي,الرساله اللي هيك انا بعتز فيها  كتير وبخليها معي دايما,الرسالة الي من هالنوعية أنا بتشرف فيها وبخليها عندي على طول,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.انت دائما ً جاهز ولكننا تقدمنا فى العمر على هذه المواقف
Source: Is always ready , man , we grew old for this talk
Translation: <|im_end|>
<|im_start|>assistant
ديما حاضرين احنا كبرنا يا راجل على الكلام هذا<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.هذا ليس سليم لانه منتدى جامعى و المشتركين من الجامعات
Source: and this is not right , because this is a university forum , it means people who enter it are from the college
Translation: <|im_end|>
<|im_start|>assistant
وهذا موش صحيح على خاطر هذا منتدى جامعي ما يدخلو كان طلاب الجامعة<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.الرسالة من هذة النوعية أنا أعتز بها جداً وأتركها عندى دائماً
Source: The letter of this type I appreciate it a lot and keep it for me always
Translation: <|im_end|>
","
الرسالة دي النوع ده بحبها بشدة وبتخزنيها دايما"
And some people gets mad of each other and dear ones who leave each other,وبعض الناس يغضبون على بعضهم البعض والأعزاء يتركون بعضهم,فما ناس يتغششوا على بعضهم وأحباب يبعدوا على بعضهم,وفى ناس بتزعل من بعض وحبايب بيتفرقوا عن بعض,وفي ناس بزعلو من بعض وحبايب بتفرقو عن بعض,وفي نا بتتزاعل وحبايب بفترقوا,وفي ناس بتزعل من بعض وحبايب بيتفرقوا عن بعض,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.عندما يفاجئوا بانهم على العكس لذلك ، يتعبوا ويدعواعليهم
Source: When they got suprirised that they are in opposition to that, they get tired and pray on them
Translation: <|im_end|>
<|im_start|>assistant
وقت اللي يفاجئو اللي هوما العكس يتعبوا و يدعيو عليهم<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.أعجبتك ، نحن فى مصر اى عريس يتقدم لعروسة يجب عليه السؤال عنها
Source: and you like it. we here in Egypt any  groom when apply for bride must ask about her
Translation: <|im_end|>
<|im_start|>assistant
عجبتك احنا عنا في مصر اي عريس لازم يسأل على العروسة قبل ما يتقدملها<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وبعض الناس يغضبون على بعضهم البعض والأعزاء يتركون بعضهم
Source: And some people gets mad of each other and dear ones who leave each other
Translation: <|im_end|>
",بعض الناس بيغضبوا على بعض و الأصحاب بيتركون بعض
but the truth is that we hear good words from each other,ولكن الحقيقه إننا نسمع من بعضنا كلام طيب عن بعض,اما الحقيقة اننا نسمعوا بعضنا كلام باهي و موش باهي,لكن الحقيقة أننا نسمع من بعضنا الطيب كلام ا ليس طيب ا,الحقيقة انا بنسمع حكي حلو من بعضنا,ولكن في الواقع بنسمع من البعض اللي ببين انو طيب( كلام مش طيب ),لكن الحقيقة أننا نسمع من بعضنا الكلام الطيب (ليس طيب ),"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ومن المكن ان  يتجاوبوا  معه و  تجربه  طرق  اخرى للتقرب  والتودد  اليه .
Source: I swear to god they will respond , and they will try in a way or another to approach him and befriend him
Translation: <|im_end|>
<|im_start|>assistant
والله يمكن يقبلوا ويحاولوا مرة أخرى باش يتقرب منه ولا يتودد به<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.لماذا يا وائل شعبنا طيب و عظيم ولكن
Source: Why Wael our nation is good and great but ...
Translation: <|im_end|>
<|im_start|>assistant
علاش ياوائل هكا شعبنا طيب وعظيم اما...<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ولكن الحقيقه إننا نسمع من بعضنا كلام طيب عن بعض
Source: but the truth is that we hear good words from each other
Translation: <|im_end|>
","
لكن الحقيقة إننا نسمع من بعضنا كلام طيب عن بعض"
"Play for him the song,  we love you ass",نقوم بتشغيل أغنية بنحبك يا حمار,نحطولوا غناية بنحبك يا حمار,نشغله اغنية بنحبك يا حمار,نشغلو اغنية بحبك يا حمار,نشغله اغنية بنحبك يا حمار,رح نحطلك أغنية بحبك ياحمار,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.حسناً ياجميل أقسم لم اقولها إلا بحسن نية
Source: O.K. beautiful .. in the name of Allah i never said it except in good intent only
Translation: <|im_end|>
<|im_start|>assistant
باهي يا حلوة والله عمري ما قلتها الا بحسن نية<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.انا مصدقك انه هناك نظام حمايه للمنتدى
Source: and i believe  you that there's a protection system for the forum
Translation: <|im_end|>
<|im_start|>assistant
أنا مصدقك أما هاني نستنى في حماية للمنتدى<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.نقوم بتشغيل أغنية بنحبك يا حمار
Source: Play for him the song,  we love you ass
Translation: <|im_end|>
","
نغني له الأغنية بنحبك يا حمار"
We have to increase their awareness.,ويجب علينا زياده توعيتهم,و لازمنا نزيدو نوعيوهم,ويجب علينا زياده توعيتهم,ولازم نوعيهم,ومفروض منا زيادة توعيتهم,ولازم نحنا نزيد توعيتهم,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.على مدونتي ورثة ابليس تشرفني زيارتكم
Source: you are very welcome visiting my blog
Translation: <|im_end|>
<|im_start|>assistant
ههه على مدونتي ورثة ابليس متشرف بجيتكم<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.أحد الاشخاص تشاجر مع زوجته
Source: someone who had a fight with his wife.
Translation: <|im_end|>
<|im_start|>assistant
واحد كان متعارك مع مرتو<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ويجب علينا زياده توعيتهم
Source: We have to increase their awareness.
Translation: <|im_end|>
","
نحن بحاجة لزيادة وعيهم"
