hin,gom,mar,eng,__index_level_0__,prompt,response
लैगाश और उम्मा (लगभग 2100 ईसा पूर्व) के मेसोपोटामिया के शहर-राज्यों के बीच शांति समझौते और 1258 ईसा पूर्व में मिस्र के फैरो रैमेसीज़ द्वितीय और हित्ती सम्राट हत्तुसिली तृतीय के बीच हुआ समझौता सबसे प्रारंभिक उदाहरणों में से दो हैं।,"मेसोपोटामियानांतल्या लागश आनी उम्मा ह्या शारी-राज्यां मजगतीं (अदमासान वर्तमान सन पूर्व 2100), आनी इजिप्शियन फैरो रामेसेस-दुसरो आनी हित्तिते राजा हट्टुसिली-तिसरो हांचे मदीं जाल्लो करार, ह्यो शांती कबलातीच्यो सामक्यो आदींच्यो देखी, वर्तमान सन पूर्व 1258त सोंपल्यो.","मेसोपोटेमियाच्या लगश आणि उम्मा या शहर-राज्यांमधील शांतता तह (इ.स.पू. सुमारे २१००) आणि आणि इजिप्तचा फारोह रामसेस II आणि हिटाईत राजा, हॅटूसिलिस III या दोघांमध्ये इ.स.पू. १२५८मध्ये केला गेलेला एक करार हे अगदी सुरुवातीच्या उदाहरणांपैकी आहेत.","Among the earliest examples are peace treaties between the Mesopotamian city-states of Lagash and Umma (approximately 2100 BCE) and an agreement between the Egyptian pharaoh Ramses II and the Hittite king, Hattusilis III, concluded in 1258 BCE.",862,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.लैगाश और उम्मा (लगभग 2100 ईसा पूर्व) के मेसोपोटामिया के शहर-राज्यों के बीच शांति समझौते और 1258 ईसा पूर्व में मिस्र के फैरो रैमेसीज़ द्वितीय और हित्ती सम्राट हत्तुसिली तृतीय के बीच हुआ समझौता सबसे प्रारंभिक उदाहरणों में से दो हैं।
Source: मेसोपोटेमियाच्या लगश आणि उम्मा या शहर-राज्यांमधील शांतता तह (इ.स.पू. सुमारे २१००) आणि आणि इजिप्तचा फारोह रामसेस II आणि हिटाईत राजा, हॅटूसिलिस III या दोघांमध्ये इ.स.पू. १२५८मध्ये केला गेलेला एक करार हे अगदी सुरुवातीच्या उदाहरणांपैकी आहेत.
Translation: <|im_end|>
",_REF: The peace treaty between the city-states of Lagash and Umma (around 2100 BCE) and the agreement between Egyptian Pharaoh Rameses II and Hittite King Hattusili III in 1258 BCE are two of the earliest examples.
"दारफुर, सूडान की स्थिति में बांदा मुकदमा 2014 में शुरू होने के लिए निर्धारित था, किंतु प्रारंभ तिथि रद्द कर दी गई थी।","सुदानांतल्या दारफर विभागाचे स्थिती विशींचो बांदा खटलो 2014 त सुरू करपाचे आशिल्ले, पूण सुरवातेची तारीख रद्द केली.","सुदान येथील दारफुर प्रकरणाचा बांदा खटला २०१४ साली सुरू होणार होता, परंतु सुरू करण्याची तारीख रद्द केली गेली.","The Banda trial in the situation of Darfur, Sudan, was scheduled to begin in 2014, but the start date was vacated.",866,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.दारफुर, सूडान की स्थिति में बांदा मुकदमा 2014 में शुरू होने के लिए निर्धारित था, किंतु प्रारंभ तिथि रद्द कर दी गई थी।
Source: सुदान येथील दारफुर प्रकरणाचा बांदा खटला २०१४ साली सुरू होणार होता, परंतु सुरू करण्याची तारीख रद्द केली गेली.
Translation: <|im_end|>
","://In Darfur, Sudan, the Band case was scheduled to start in 2014, but the start date was canceled."
"31 अक्टूबर, 2000 को, संकल्प 1261 (1999), 1265 (1999), 1296 (2000), और 1314 (2000) को वापस लेते हुए, संयुक्त राष्ट्र सुरक्षा परिषद ने महिलाओं, शांति, और सुरक्षा पर संकल्प 1325 (एस/आर.ई.एस./1325) को सर्वसम्मति से अंगीकृत किया।","1261 (1999), 1265 (1999), 1296 (2000), आनी 1314 (2000) हे थाराव फाटीं घेतले उपरांत संयुक्त राष्ट्र सुरक्षा परिशदेन बायलां, शांती, आनी सुरक्षा हे विशिंचो संयुक्त राष्ट्र सुरक्षा परिशद थाराव 1325 (एस/आर.इ.एस./1325) एकमतान आपणायलो.","१२६१ (१९९९), १२६५ (१९९९), १२९६ (२०००), आणि १३१४ (२०००) हे ठराव मागे घेतल्यानंतर ३१ ऑक्टोबर २००० रोजी, यू.एन. सुरक्षा परिषदेद्वारे, महिला, शांतता, आणि सुरक्षा यांवरील संयुक्त राष्ट्र सुरक्षा परिषदेचा ठराव १३२५ (एस/आर.ई.एस./१३२५) एकमताने स्वीकारला गेला.","United Nations Security Council Resolution 1325 (S/RES/1325), on women, peace, and security, was adopted unanimously by the UN Security Council on 31 October 2000, after recalling resolutions 1261 (1999), 1265 (1999), 1296 (2000), and 1314 (2000).",867,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.31 अक्टूबर, 2000 को, संकल्प 1261 (1999), 1265 (1999), 1296 (2000), और 1314 (2000) को वापस लेते हुए, संयुक्त राष्ट्र सुरक्षा परिषद ने महिलाओं, शांति, और सुरक्षा पर संकल्प 1325 (एस/आर.ई.एस./1325) को सर्वसम्मति से अंगीकृत किया।
Source: १२६१ (१९९९), १२६५ (१९९९), १२९६ (२०००), आणि १३१४ (२०००) हे ठराव मागे घेतल्यानंतर ३१ ऑक्टोबर २००० रोजी, यू.एन. सुरक्षा परिषदेद्वारे, महिला, शांतता, आणि सुरक्षा यांवरील संयुक्त राष्ट्र सुरक्षा परिषदेचा ठराव १३२५ (एस/आर.ई.एस./१३२५) एकमताने स्वीकारला गेला.
Translation: <|im_end|>
","On October 31, 2000, withdrawing resolutions 1261 (1999), 1265 (1999), 1296 (2000), and 1314 (2000), the United Nations Security Council adopted by consensus Resolution 1325 (S/RES/1325) on women, peace, and security."
द्वितीय भाग (अनुच्छेद 17-24) सम्मेलन के प्रतिवेदन और निगरानी तथा पार्टियों द्वारा इसे लागू करने के लिए उठाए गए कदमों को नियंत्रित करता है।,भाग II (कलम 17-24) परिशदेचो अहवाल दिवप आनी निरीक्षण करप आनी पक्षांनी तें चलणुकेंत हाडपाक कितें उपाय केल्यात हांचें नियमन करता.,भाग २ (अनुच्छेद १७-२४) हा कराराचा अहवाल आणि त्यावरील देखरेख आणि त्याच्या अंमलबजावणीसाठी पक्षांनी उचललेली पाऊले यावर नियंत्रण ठेवतो.,Part II (Articles 17-24) governs the reporting and monitoring of the Convention and the steps taken by the parties to implement it.,871,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.द्वितीय भाग (अनुच्छेद 17-24) सम्मेलन के प्रतिवेदन और निगरानी तथा पार्टियों द्वारा इसे लागू करने के लिए उठाए गए कदमों को नियंत्रित करता है।
Source: भाग २ (अनुच्छेद १७-२४) हा कराराचा अहवाल आणि त्यावरील देखरेख आणि त्याच्या अंमलबजावणीसाठी पक्षांनी उचललेली पाऊले यावर नियंत्रण ठेवतो.
Translation: <|im_end|>
","_REF_2 (Articles 17-24) controls the report of the conference, supervision and the steps taken by the parties to implement it."
"ईरान में इंटरनेट नियंत्रण के कारण, ईरानी सरकार और इस्लामिक रिवोल्यूशनरी गार्ड सिपाह ने हमेशा ईरानी लोगों द्वारा फेसबुक, ट्विटर और ऐसे अन्य लोकप्रिय सामाजिक नेटवर्कों में शामिल होने का विरोध किया है।","इराणांतल्या इंटरनॅट सेंसॉरशिपीक लागून इराणी सरकार आनी इस्लामिक रिव्हॉल्युशनरी गार्ड्स सेपाह हाणीं इराणी लोकांक फेसबूक, ट्विटर आनी हेर सोशल नेटवर्कांचेर वचपाक सदांच विरोध केला.","इराणमधील आंतरजाल निर्बंधांमुळे, इराणी शासन आणि इस्लामिक रीव्होल्युशनरी गार्ड्स सेपाहने इराणी जनतेने फेसबुक, ट्विटरसारख्या सामाजिक आंतरजालांशी जोडले जाण्याला कायम विरोध केला आहे.","Because of internet censorship in Iran, the Iranian government and the Islamic Revolutionary Guards Sepah have always opposed Iranians joining popular social networks such as Facebook, Twitter, and so on.",875,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.ईरान में इंटरनेट नियंत्रण के कारण, ईरानी सरकार और इस्लामिक रिवोल्यूशनरी गार्ड सिपाह ने हमेशा ईरानी लोगों द्वारा फेसबुक, ट्विटर और ऐसे अन्य लोकप्रिय सामाजिक नेटवर्कों में शामिल होने का विरोध किया है।
Source: इराणमधील आंतरजाल निर्बंधांमुळे, इराणी शासन आणि इस्लामिक रीव्होल्युशनरी गार्ड्स सेपाहने इराणी जनतेने फेसबुक, ट्विटरसारख्या सामाजिक आंतरजालांशी जोडले जाण्याला कायम विरोध केला आहे.
Translation: <|im_end|>
","://Due to internet control in Iran, the Iranian government and Islamic Revolutionary Guard Corps have always opposed Iranian people joining Facebook, Twitter, and other popular social networks."
"अतः ईरान में लोकप्रिय सोशल मीडिया साइटों को वहाँ के लोगों द्वारा अवरुद्ध कर दिया गया है, और ईरानी विरोध के परिणामस्वरूप, ईरान में इंटरनेट सेंसरशिप बढ़ गई है।","म्हुणून, इराणी सरकारान लोकप्रिय सोशल नेटवर्कां ब्लॉक केल्यांत आनी इराणी निदर्शनांक लागून, इराणांत इंटरनॅट सँन्सॉरशिप वाडल्या.","म्हणून, इराणमधील माध्यमांनी लोकप्रिय सामाजिक माध्यमे बंद पाडली आहेत आणि इराण्यांच्या विरोधामुळे इराणमधील इंटरनेट वृत्त निर्बंध वाढले आहेत.","Therefore, popular social networks are blocked by those in Iran and because of Iranian protests, internet censorship in Iran has increased.",876,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.अतः ईरान में लोकप्रिय सोशल मीडिया साइटों को वहाँ के लोगों द्वारा अवरुद्ध कर दिया गया है, और ईरानी विरोध के परिणामस्वरूप, ईरान में इंटरनेट सेंसरशिप बढ़ गई है।
Source: म्हणून, इराणमधील माध्यमांनी लोकप्रिय सामाजिक माध्यमे बंद पाडली आहेत आणि इराण्यांच्या विरोधामुळे इराणमधील इंटरनेट वृत्त निर्बंध वाढले आहेत.
Translation: <|im_end|>
",":// Thus, popular social media sites in Iran have been blocked by the people there, and as a result of the Iranian protests, internet censorship has increased in Iran."
"सी.पी.एन. (यू.एम.एल.) ने भी झापा 5, रूपन्देही 1, और बाँके 2, में राष्ट्रीय प्रजातंत्र पार्टी के उम्मीदवारों का समर्थन करने का फैसला किया और मकवानपुर 1 में अपने चुनाव चिह्न के तहत राष्ट्रीय प्रजातंत्र पार्टी नेपाल के अध्यक्ष कमल थापा को मैदान में उतारने का निश्चय किया।","सी.पी.एन. (यू.एम.एल.) न राष्ट्रीय प्रजातंत्र पार्टीच्या झापा 5, रुपंदेही 1, आनी बांके 2 उमेदवारांक तेंको दिवपाचेंय थारायलें आनी नेपाळाच्या राष्ट्रीय प्रजातंत्र पार्टीचो अध्यक्ष कमल थापाक मक्वानपूर 1 आपले निशाणेचेर उमेदवारी दिवपाचो निर्णय घेतलो.","सी.पी.एन.ने (यू.एम.एल.) झापा ५, रूपानदेही १, आणि बांके २ मध्ये राष्ट्रीय प्रजातंत्र पार्टीच्या उमेदवारांना पाठिंबा देण्याचे ही ठरवले आणि मकवानपूर १ मध्ये त्यांच्या निवडणूक चिन्हाखाली राष्ट्रीय प्रजातंत्र पार्टी नेपाळचे अध्यक्ष कमल थापा यांना पाठिंबा देण्याचे ठरवले.","The CPN (UML) also decided to support Rastriya Prajatantra Party candidates in Jhapa 5, Rupandehi 1, and Banke 2, and decided to field Rastriya Prajatantra Party Nepal chairman Kamal Thapa in Makwanpur 1 under their election symbol.",878,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.सी.पी.एन. (यू.एम.एल.) ने भी झापा 5, रूपन्देही 1, और बाँके 2, में राष्ट्रीय प्रजातंत्र पार्टी के उम्मीदवारों का समर्थन करने का फैसला किया और मकवानपुर 1 में अपने चुनाव चिह्न के तहत राष्ट्रीय प्रजातंत्र पार्टी नेपाल के अध्यक्ष कमल थापा को मैदान में उतारने का निश्चय किया।
Source: सी.पी.एन.ने (यू.एम.एल.) झापा ५, रूपानदेही १, आणि बांके २ मध्ये राष्ट्रीय प्रजातंत्र पार्टीच्या उमेदवारांना पाठिंबा देण्याचे ही ठरवले आणि मकवानपूर १ मध्ये त्यांच्या निवडणूक चिन्हाखाली राष्ट्रीय प्रजातंत्र पार्टी नेपाळचे अध्यक्ष कमल थापा यांना पाठिंबा देण्याचे ठरवले.
Translation: <|im_end|>
","://C.P.N. (U.M.L.) has also decided to support the candidates of the National Democratic Party in Jhapa 5, Rupandehi 1, and Bajhang 2, and has decided to field the President of the National Democratic Party Nepal, Kamal Thapa, under their election symbol in Makawanpur 1."
"यांगून के ह्लाइंग थार यार टाउनशिप में गलती से कई बमों के फटने के बाद, तत्माडॉ सैनिकों ने 12 कथित प्रतिरोध सेनानियों को हिरासत में लिया, जिनमें से तीन लड़ाके घायल हो गए।",यांगूनच्या ह्लॅयंगथाया वसाहतींत चुकून जायते बॉंब फुटल्या उपरांत तातमाडॉ सैनिकांनी 3 जखमी झुजाऱ्यां सयत 12 दुबावीत प्रतिकार करपी झुजाऱ्यांक ताब्यांत घेतले.,याङ्गोनच्या ह्लाइंग थार यार टाउनशिपमध्ये अपघाताने अनेक बॉम्ब फुटल्यावर तात्मदावच्या सैनिकांनी ३ इजाग्रस्त लढवैयांसह १२ संशयित प्रतिकार सैनिकांना ताब्यात घेतले.,"Tatmadaw soldiers captured 12 suspected resistance fighters, including 3 injured fighters, after several bombs exploded by accident in Yangon's Hlaing Thar Yar Township.",897,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.यांगून के ह्लाइंग थार यार टाउनशिप में गलती से कई बमों के फटने के बाद, तत्माडॉ सैनिकों ने 12 कथित प्रतिरोध सेनानियों को हिरासत में लिया, जिनमें से तीन लड़ाके घायल हो गए।
Source: याङ्गोनच्या ह्लाइंग थार यार टाउनशिपमध्ये अपघाताने अनेक बॉम्ब फुटल्यावर तात्मदावच्या सैनिकांनी ३ इजाग्रस्त लढवैयांसह १२ संशयित प्रतिकार सैनिकांना ताब्यात घेतले.
Translation: <|im_end|>
","://In Yangon's Hlaing Thar Yar Township, after several bombs exploded accidentally, Tatmadaw soldiers arrested 12 alleged resistance fighters, three of whom were injured."
"अन्य चैनलों में युवा चैनल बीबीसी थ्री, जिसने मूल रूप से फरवरी 2016 में रेखीय टेलीविजन चैनल के रूप में प्रसारण बंद कर दिया और फरवरी 2022 में प्रोग्रामिंग में वापसी की, सांस्कृतिक और वृत्तचित्र चैनल बी.बी.सी. फोर, समाचार चैनल बी.बी.सी. न्यूज़ और बीबीसी वर्ल्ड न्यूज़, संसदीय चैनल बीबीसी पार्लियामेंट, और दो बच्चों की चैनलें शामिल हैं।","हेर चॅनल म्हटल्यार, फेब्रुवारी 2016 त लिनियर टॅलिव्हिजन चॅनल म्हूण प्रसारण बंद केल्लो आनी फेब्रुवारी 2022त टॅलिव्हिजनांत परत आयिल्लो तरणाट्यांचो चॅनल बी.बी.सी. 3, सांस्कृतीक आनी म्हायतीपट चॅनल बी.बी.सी. 4, बातम्यांचे चॅनल बी.बी.सी. न्यूज आनी बी.बी.सी. वर्ल्ड न्यूज, सांसदीय चॅनल बी.बी.सी. पार्लमेंट आनी दोन भुरग्यांचे चॅनल, सी.बी.बी.सी. आनी सी.बीबिस.","इतरांमध्ये, युवा वाहिनी बी.बी.सी. थ्री, जिने फेब्रुवारी २०१६मध्ये रेखीय प्रसारक दूरदर्शन वाहिनी म्हणून प्रसारण करणे थांबवले आणि जी फेब्रुवारी २०२२मध्ये दूरचित्रवाणीकडे परत वळली, बी.बी.सी. फोर ही सांस्कृतिक आणि माहितीपट वाहिनी, बी.बी.सी. न्यूज आणि बी.बी.सी. वर्ल्ड न्यूज या वृत्तवाहिन्या, बी.बी.सी. पार्लियामेंट ही संसदीय वाहिनी, आणि लहान मुलांच्या सी.बी.बी.सी. आणि सीबीबीज या दोन वाहिन्या यांचा समावेश होतो.","Others include the youth channel BBC Three, which originally ceased broadcasting as a linear television channel in February 2016 and returned to television in February 2022, the cultural and documentary channel BBC Four, the news channels BBC News and BBC World News, the parliamentary channel BBC Parliament, and two children's channels, CBBC and CBeebies.",899,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.अन्य चैनलों में युवा चैनल बीबीसी थ्री, जिसने मूल रूप से फरवरी 2016 में रेखीय टेलीविजन चैनल के रूप में प्रसारण बंद कर दिया और फरवरी 2022 में प्रोग्रामिंग में वापसी की, सांस्कृतिक और वृत्तचित्र चैनल बी.बी.सी. फोर, समाचार चैनल बी.बी.सी. न्यूज़ और बीबीसी वर्ल्ड न्यूज़, संसदीय चैनल बीबीसी पार्लियामेंट, और दो बच्चों की चैनलें शामिल हैं।
Source: इतरांमध्ये, युवा वाहिनी बी.बी.सी. थ्री, जिने फेब्रुवारी २०१६मध्ये रेखीय प्रसारक दूरदर्शन वाहिनी म्हणून प्रसारण करणे थांबवले आणि जी फेब्रुवारी २०२२मध्ये दूरचित्रवाणीकडे परत वळली, बी.बी.सी. फोर ही सांस्कृतिक आणि माहितीपट वाहिनी, बी.बी.सी. न्यूज आणि बी.बी.सी. वर्ल्ड न्यूज या वृत्तवाहिन्या, बी.बी.सी. पार्लियामेंट ही संसदीय वाहिनी, आणि लहान मुलांच्या सी.बी.बी.सी. आणि सीबीबीज या दोन वाहिन्या यांचा समावेश होतो.
Translation: <|im_end|>
","Other channels include the youth channel BBC Three, which originally ceased broadcasting as a linear television channel in February 2016 and returned to television programming in February 2022, cultural and documentary channel BBC Four, news channels BBC News and BBC World News, parliamentary channel BBC Parliament, and two children's channels CBBC and CBeebies."
कर्नाटक के पत्तदकल में स्थित 7वीं और 8वीं शताब्दी के मंदिर मिश्रित शैलियों के लिए जाने जाते हैं जिन्हें बाद में उत्तर और दक्षिणी शैलियों का मिश्रण माना गया जैसा कि ऐहोल में भी है जिसमें अभी भी गजपृष्‍ठाकार कक्ष जैसी व्यवस्था नजर आती है।,"कर्नाटकांत, 7व्या आनी 8व्या-शेंकड्यांतल्या पट्टदकुल्लुच्या मंदिरांचो समूह, एहोलेंत केलां तशे, सोबीत स्वरुपांत उपरांत दोनय उत्तर आनी दक्षिणेकडेन जोडिल्ले आकृतीबंद मिस्तुराद करता, आनी अजूनय अॅप्सिदल चैत्याच्या सभाघऱांचे नमुने तातूंत आस्पावीत जातात.","कर्नाटकमधील पट्टडकलचा ७ व्या आणि ८ व्या शतकातील मंदिरांचा समूह ऐहोळेप्रमाणेच, नंतर उत्तर आणि दक्षिण अशा दोन्हींशी जोडल्या गेलेल्या रूपांंचे सुप्रसिद्ध मिश्रण करतो, ज्यामध्ये आरातीय चैत्य मंडपसदृश आराखड्याचाही समावेश आहे.","In Karnataka, the group of 7th and 8th-century temples at Pattadakal famously mixes forms later associated with both north and south, as does that at Aihole, which still includes apsidal chaitya hall-type plans.",909,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.कर्नाटक के पत्तदकल में स्थित 7वीं और 8वीं शताब्दी के मंदिर मिश्रित शैलियों के लिए जाने जाते हैं जिन्हें बाद में उत्तर और दक्षिणी शैलियों का मिश्रण माना गया जैसा कि ऐहोल में भी है जिसमें अभी भी गजपृष्‍ठाकार कक्ष जैसी व्यवस्था नजर आती है।
Source: कर्नाटकमधील पट्टडकलचा ७ व्या आणि ८ व्या शतकातील मंदिरांचा समूह ऐहोळेप्रमाणेच, नंतर उत्तर आणि दक्षिण अशा दोन्हींशी जोडल्या गेलेल्या रूपांंचे सुप्रसिद्ध मिश्रण करतो, ज्यामध्ये आरातीय चैत्य मंडपसदृश आराखड्याचाही समावेश आहे.
Translation: <|im_end|>
","_REF: The 7th and 8th century temples in Pattadakal, Karnataka are known for their mixed styles, which are later considered as a mixture of northern and southern styles, similar to Aihole, where you can still see the arrangement of the elephant-headed figures."
इस्लाम के आने से बौद्ध धर्म के मठवादी परंपरा को मिलने वाला शाही संरक्षण हट गया और लंबी दूरी के व्यापार में मुसलमानों द्वारा बौद्ध धर्म के पालन करने वालों को विस्थापित कर दिए जाने से संरक्षण के संबंधित स्रोत भी खत्म हो गए।,"इस्लामाच्या आगमनान बौध्द मठांचे परंरपरेक मेळटालो तो राजेशाही आलाशिरो काडलो, आनी पयसुल्ल्या वेपारांत मुसलमानांनी बौध्दाची सुवात घेतकच आलाशिऱ्याचे स्त्रोत नश्ट जाले.","इस्लामच्या आगमनाने बौद्धधर्माच्या मठ परंपरेला असलेला राजाश्रय दूर सारला, आणि लांब पल्ल्याच्या व्यापारात बौद्धांच्या जागी आलेल्या मुसलमानांनी, आश्रयाचे आनुषंगिक स्रोतही हळुहळू नष्ट केले.","The arrival of Islam removed the royal patronage to the monastic tradition of Buddhism, and the replacement of Buddhists in long-distance trade by the Muslims eroded the related sources of patronage.",916,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.इस्लाम के आने से बौद्ध धर्म के मठवादी परंपरा को मिलने वाला शाही संरक्षण हट गया और लंबी दूरी के व्यापार में मुसलमानों द्वारा बौद्ध धर्म के पालन करने वालों को विस्थापित कर दिए जाने से संरक्षण के संबंधित स्रोत भी खत्म हो गए।
Source: इस्लामच्या आगमनाने बौद्धधर्माच्या मठ परंपरेला असलेला राजाश्रय दूर सारला, आणि लांब पल्ल्याच्या व्यापारात बौद्धांच्या जागी आलेल्या मुसलमानांनी, आश्रयाचे आनुषंगिक स्रोतही हळुहळू नष्ट केले.
Translation: <|im_end|>
","With the arrival of Islam, the royal patronage of the monastic tradition of Buddhism was removed, and the related sources of protection for those who followed Buddhism were also destroyed by Muslims in long-distance trade."
अमृतसर में स्वर्ण मंदिर और हजूर साहिब उदाहरण हैं।,अमृतसरांतले सुवर्ण मंदीर आनी हजुर साहीब ह्यो देखी.,अमृतसर आणि हजूर साहिब येथील सुवर्ण मंदिर ही उदाहरणे आहेत.,The Golden Temple in Amritsar and Hazur Sahib are examples.,931,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.अमृतसर में स्वर्ण मंदिर और हजूर साहिब उदाहरण हैं।
Source: अमृतसर आणि हजूर साहिब येथील सुवर्ण मंदिर ही उदाहरणे आहेत.
Translation: <|im_end|>
",://Amritsar and Hazur Sahib have the example of the Golden Temple.
"सनतकुमार उपनिषद खंड 7.1 में घोषित करते हैं कि , ""सांसारिक ज्ञान को प्रेम दो और उसका सम्मान करो, लेकिन ब्रह्म के रूप में उस पूरे ज्ञान का ध्यान करो।""","""विश्वाच्या गिन्यानाचो आदर कर आनी ताका पुज्य मान"", सनत्कुमार उपनिषदाच्या 7.1 विभागांत सांगता, ""पूण त्या गिन्यानाचें ध्यान, ब्राह्मण म्हुणून कर.""","""लौकिक ज्ञानाविषयी पूजाभाव आणि आदर ठेवा"" असे उपनिषदाच्या भाग ७.१ मध्ये सनतकुमार ह्यांनी म्हटले आहे, ""परंतु त्या ज्ञानावर ब्राह्मण म्हणून चिंतन करा"".","""Adore and revere the worldly knowledge"", asserts Sanatkumara in section 7.1 of the Upanishad, ""but meditate on all that knowledge in the name, as Brahman.""",942,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.सनतकुमार उपनिषद खंड 7.1 में घोषित करते हैं कि , ""सांसारिक ज्ञान को प्रेम दो और उसका सम्मान करो, लेकिन ब्रह्म के रूप में उस पूरे ज्ञान का ध्यान करो।""
Source: ""लौकिक ज्ञानाविषयी पूजाभाव आणि आदर ठेवा"" असे उपनिषदाच्या भाग ७.१ मध्ये सनतकुमार ह्यांनी म्हटले आहे, ""परंतु त्या ज्ञानावर ब्राह्मण म्हणून चिंतन करा"".
Translation: <|im_end|>
","_REFRAIN_7.1 of the Sankatamukha Upanishad declares, ""Honor and respect worldly knowledge, but contemplate that knowledge as Brahman."""
ब्रिस्टल बियर्स (रग्बी संघ) और ग्लौस्टरशर काउंटी क्रिकेट क्लब भी शहर में स्थित हैं।,ब्रिस्टल बॅर्स (रग्बी युनियन) आनी ग्लॉस्टॉशार कावंटी क्रिकेट क्लबूय ह्या शारांत आसात.,शहरात ब्रिस्टल बेअर्स (रग्बी युनियन) आणि ग्लोसेस्टरशायर काउंटी क्रिकेट क्लब हेही आहेत.,Bristol Bears (rugby union) and Gloucestershire County Cricket Club are also based in the city.,950,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.ब्रिस्टल बियर्स (रग्बी संघ) और ग्लौस्टरशर काउंटी क्रिकेट क्लब भी शहर में स्थित हैं।
Source: शहरात ब्रिस्टल बेअर्स (रग्बी युनियन) आणि ग्लोसेस्टरशायर काउंटी क्रिकेट क्लब हेही आहेत.
Translation: <|im_end|>
",://Bristol Bears (Rugby Union) and Gloucestershire County Cricket Club are also located in the city.
"मई 2012 में दीपिका कुमारी ने अंताल्या, टर्की में विश्व कप में व्यक्तिगत चरण के रिकर्व में अपना पहला स्वर्ण पदक जीता।","मे 2012 त, दीपिका कुमारीन आंताल्या, तुर्कस्तान हांगां आपलें पयलें वैयक्तीक पावंड्यावेलें रिकर्व सुवर्ण पदकाचें संवसारीक कप जोडलें.","मे २०१२ मध्ये दीपिकाकुमारीने तुर्कस्थानातील अंताल्यामध्ये, विश्वचषक स्पर्धेतील तिचे वैयक्तिक स्तरावरील पहिले रीकर्व्ह सुवर्णपदक जिंकले.","In May 2012, Deepika Kumari won her first World Cup individual stage recurve gold medal in Antalya, Turkey.",955,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.मई 2012 में दीपिका कुमारी ने अंताल्या, टर्की में विश्व कप में व्यक्तिगत चरण के रिकर्व में अपना पहला स्वर्ण पदक जीता।
Source: मे २०१२ मध्ये दीपिकाकुमारीने तुर्कस्थानातील अंताल्यामध्ये, विश्वचषक स्पर्धेतील तिचे वैयक्तिक स्तरावरील पहिले रीकर्व्ह सुवर्णपदक जिंकले.
Translation: <|im_end|>
","://In May 2012, Dipika Kumari won her first individual recurve gold medal in the World Cup in Antalya, Turkey."
"शारीरिक विकास, रूप, और व्यक्तित्व के आधार पर प्रतिस्पर्धी दलों का मूल्यांकन किया गया।","पंगडांचें परिक्षण तांचो शारिरीक विकास, दिसप आनी व्यक्तिमत्वाच्या आदाराचेर केल्लें.","त्यांची शारीरिक प्रगती, रूप आणि व्यक्तिमत्त्वे यांच्या आधारे पथकांचे परीक्षण केले गेले.","The contingents were judged on the basis of their physical development, looks, and personalities.",957,"<|begin_of_text|><|im_start|>user
Translate the following source text from Hin to Gom. Only return the Gom translation and nothing else.शारीरिक विकास, रूप, और व्यक्तित्व के आधार पर प्रतिस्पर्धी दलों का मूल्यांकन किया गया।
Source: त्यांची शारीरिक प्रगती, रूप आणि व्यक्तिमत्त्वे यांच्या आधारे पथकांचे परीक्षण केले गेले.
Translation: <|im_end|>
","://Competitive teams were evaluated based on physical development, appearance, and personality."
